ct_file,mask_file,resized_ct_file,resized_mask_file,label,set,fold
datasets/train/ct_scans/ct_2182.png,datasets/train/masks/mask_2182.png,datasets/train/resized_ct_scans/ct_2182.png,datasets/train/resized_masks/mask_2182.png,2,train,0
datasets/train/ct_scans/ct_2902.png,datasets/train/masks/mask_2902.png,datasets/train/resized_ct_scans/ct_2902.png,datasets/train/resized_masks/mask_2902.png,0,train,0
datasets/train/ct_scans/ct_2314.png,datasets/train/masks/mask_2314.png,datasets/train/resized_ct_scans/ct_2314.png,datasets/train/resized_masks/mask_2314.png,1,train,0
datasets/train/ct_scans/ct_684.png,datasets/train/masks/mask_684.png,datasets/train/resized_ct_scans/ct_684.png,datasets/train/resized_masks/mask_684.png,0,train,0
datasets/train/ct_scans/ct_3024.png,datasets/train/masks/mask_3024.png,datasets/train/resized_ct_scans/ct_3024.png,datasets/train/resized_masks/mask_3024.png,1,train,0
datasets/train/ct_scans/ct_3019.png,datasets/train/masks/mask_3019.png,datasets/train/resized_ct_scans/ct_3019.png,datasets/train/resized_masks/mask_3019.png,1,train,0
datasets/train/ct_scans/ct_864.png,datasets/train/masks/mask_864.png,datasets/train/resized_ct_scans/ct_864.png,datasets/train/resized_masks/mask_864.png,1,train,0
datasets/train/ct_scans/ct_1453.png,datasets/train/masks/mask_1453.png,datasets/train/resized_ct_scans/ct_1453.png,datasets/train/resized_masks/mask_1453.png,2,train,0
datasets/train/ct_scans/ct_2906.png,datasets/train/masks/mask_2906.png,datasets/train/resized_ct_scans/ct_2906.png,datasets/train/resized_masks/mask_2906.png,0,train,0
datasets/train/ct_scans/ct_2682.png,datasets/train/masks/mask_2682.png,datasets/train/resized_ct_scans/ct_2682.png,datasets/train/resized_masks/mask_2682.png,0,train,0
datasets/train/ct_scans/ct_3506.png,datasets/train/masks/mask_3506.png,datasets/train/resized_ct_scans/ct_3506.png,datasets/train/resized_masks/mask_3506.png,1,train,0
datasets/train/ct_scans/ct_2998.png,datasets/train/masks/mask_2998.png,datasets/train/resized_ct_scans/ct_2998.png,datasets/train/resized_masks/mask_2998.png,0,train,0
datasets/train/ct_scans/ct_1528.png,datasets/train/masks/mask_1528.png,datasets/train/resized_ct_scans/ct_1528.png,datasets/train/resized_masks/mask_1528.png,1,train,0
